product_id,warehouse_id,current_stock,reorder_level,updated_at
P0065,W05,218,295,2026-09-06T01:25:20.954352
P0065,W06,927,159,2026-09-06T01:25:20.954352
P0065,W07,92,125,2026-09-06T01:25:20.954352
P0065,W08,586,117,2026-09-06T01:25:20.954352
P0066,W01,735,210,2026-09-06T01:25:20.954352
P0066,W02,713,123,2026-09-06T01:25:20.954352
P0066,W03,106,251,2026-09-06T01:25:20.954352
P0066,W04,340,186,2026-09-06T01:25:20.954352
P0066,W05,761,156,2026-09-06T01:25:20.954352
P0066,W06,26,252,2026-09-06T01:25:20.954352
P0066,W07,250,225,2026-09-06T01:25:20.954352
P0066,W08,210,285,2026-09-06T01:25:20.954352
P0067,W01,116,148,2026-09-06T01:25:20.954352
P0067,W02,261,275,2026-09-06T01:25:20.954352
P0067,W03,58,158,2026-09-06T01:25:20.954352
P0067,W04,499,226,2026-09-06T01:25:20.954352
P0067,W05,637,119,2026-09-06T01:25:20.954352
P0067,W06,995,219,2026-09-06T01:25:20.954352
P0067,W07,8,298,2026-09-06T01:25:20.954352
P0067,W08,970,155,2026-09-06T01:25:20.954352
P0068,W01,497,246,2026-09-06T01:25:20.954352
P0068,W02,646,266,2026-09-06T01:25:20.954352
P0068,W03,216,107,2026-09-06T01:25:20.954352
P0068,W04,424,124,2026-09-06T01:25:20.954352
P0068,W05,830,237,2026-09-06T01:25:20.954352
P0068,W06,594,135,2026-09-06T01:25:20.954352
P0068,W07,900,113,2026-09-06T01:25:20.954352
P0068,W08,917,103,2026-09-06T01:25:20.954352
P0069,W01,293,194,2026-09-06T01:25:20.954352
P0069,W02,529,133,2026-09-06T01:25:20.954352
P0069,W03,46,222,2026-09-06T01:25:20.954352
P0069,W04,147,124,2026-09-06T01:25:20.954352
P0069,W05,400,146,2026-09-06T01:25:20.954352
P0069,W06,848,169,2026-09-06T01:25:20.954352
P0069,W07,459,277,2026-09-06T01:25:20.954352
P0069,W08,305,132,2026-09-06T01:25:20.954352
P0070,W01,305,210,2026-09-06T01:25:20.954352
P0070,W02,572,169,2026-09-06T01:25:20.954352
P0070,W03,954,222,2026-09-06T01:25:20.954352
P0070,W04,249,137,2026-09-06T01:25:20.954352
P0070,W05,368,182,2026-09-06T01:25:20.954352
P0070,W06,62,296,2026-09-06T01:25:20.954352
P0070,W07,434,184,2026-09-06T01:25:20.954352
P0070,W08,854,134,2026-09-06T01:25:20.954352
P0071,W01,589,269,2026-09-06T01:25:20.954352
P0071,W02,620,106,2026-09-06T01:25:20.954352
P0071,W03,343,283,2026-09-06T01:25:20.954352
P0071,W04,912,156,2026-09-06T01:25:20.954352
P0071,W05,393,212,2026-09-06T01:25:20.954352
P0071,W06,639,262,2026-09-06T01:25:20.954352
P0071,W07,122,133,2026-09-06T01:25:20.954352
P0071,W08,24,215,2026-09-06T01:25:20.954352
P0072,W01,162,291,2026-09-06T01:25:20.954352
P0072,W02,745,108,2026-09-06T01:25:20.954352
P0072,W03,636,188,2026-09-06T01:25:20.954352
P0072,W04,488,240,2026-09-06T01:25:20.954352
P0072,W05,832,269,2026-09-06T01:25:20.954352
P0072,W06,992,254,2026-09-06T01:25:20.954352
P0072,W07,23,159,2026-09-06T01:25:20.954352
P0072,W08,321,278,2026-09-06T01:25:20.954352
P0073,W01,998,279,2026-09-06T01:25:20.954352
P0073,W02,328,102,2026-09-06T01:25:20.954352
P0073,W03,942,237,2026-09-06T01:25:20.954352
P0073,W04,101,245,2026-09-06T01:25:20.954352
P0073,W05,618,292,2026-09-06T01:25:20.954352
P0073,W06,821,206,2026-09-06T01:25:20.954352
P0073,W07,552,291,2026-09-06T01:25:20.954352
P0073,W08,269,171,2026-09-06T01:25:20.954352
P0074,W01,329,211,2026-09-06T01:25:20.954352
P0074,W02,334,280,2026-09-06T01:25:20.954352
P0074,W03,457,290,2026-09-06T01:25:20.954352
P0074,W04,713,284,2026-09-06T01:25:20.954352
P0074,W05,551,299,2026-09-06T01:25:20.954352
P0074,W06,81,286,2026-09-06T01:25:20.954352
P0074,W07,457,167,2026-09-06T01:25:20.954352
P0074,W08,301,147,2026-09-06T01:25:20.954352
P0075,W01,34,180,2026-09-06T01:25:20.954352
P0075,W02,266,114,2026-09-06T01:25:20.954352
P0075,W03,948,262,2026-09-06T01:25:20.954352
P0075,W04,370,121,2026-09-06T01:25:20.954352
P0075,W05,997,194,2026-09-06T01:25:20.954352
P0075,W06,945,276,2026-09-06T01:25:20.954352
P0075,W07,681,183,2026-09-06T01:25:20.954352
P0075,W08,429,223,2026-09-06T01:25:20.954352
P0076,W01,816,171,2026-09-06T01:25:20.954352
P0076,W02,9,244,2026-09-06T01:25:20.954352
P0076,W03,805,144,2026-09-06T01:25:20.954352
P0076,W04,49,129,2026-09-06T01:25:20.954352
P0076,W05,746,200,2026-09-06T01:25:20.954352
P0076,W06,661,227,2026-09-06T01:25:20.954352
P0076,W07,818,180,2026-09-06T01:25:20.954352
P0076,W08,615,288,2026-09-06T01:25:20.954352
P0077,W01,611,273,2026-09-06T01:25:20.954352
P0077,W02,248,109,2026-09-06T01:25:20.954352
P0077,W03,946,106,2026-09-06T01:25:20.954352
P0077,W04,73,157,2026-09-06T01:25:20.954352
P0077,W05,905,165,2026-09-06T01:25:20.954352
P0077,W06,884,260,2026-09-06T01:25:20.954352
P0077,W07,80,177,2026-09-06T01:25:20.954352
P0077,W08,894,108,2026-09-06T01:25:20.954352
P0078,W01,357,288,2026-09-06T01:25:20.954352
P0078,W02,644,237,2026-09-06T01:25:20.954352
P0078,W03,53,199,2026-09-06T01:25:20.954352
P0078,W04,645,222,2026-09-06T01:25:20.954352
P0078,W05,19,246,2026-09-06T01:25:20.954352
P0078,W06,73,165,2026-09-06T01:25:20.954352
P0078,W07,802,169,2026-09-06T01:25:20.954352
P0078,W08,976,210,2026-09-06T01:25:20.954352
P0079,W01,367,179,2026-09-06T01:25:20.954352
P0079,W02,531,165,2026-09-06T01:25:20.954352
P0079,W03,5,112,2026-09-06T01:25:20.954352
P0079,W04,13,110,2026-09-06T01:25:20.954352
P0079,W05,910,175,2026-09-06T01:25:20.954352
P0079,W06,38,105,2026-09-06T01:25:20.954352
P0079,W07,299,282,2026-09-06T01:25:20.954352
P0079,W08,422,165,2026-09-06T01:25:20.954352
P0080,W01,869,191,2026-09-06T01:25:20.954352
P0080,W02,257,259,2026-09-06T01:25:20.954352
P0080,W03,473,198,2026-09-06T01:25:20.954352
P0080,W04,541,154,2026-09-06T01:25:20.954352
P0080,W05,302,287,2026-09-06T01:25:20.954352
P0080,W06,990,237,2026-09-06T01:25:20.954352
P0080,W07,829,212,2026-09-06T01:25:20.954352
P0080,W08,359,143,2026-09-06T01:25:20.954352
P0081,W01,369,204,2026-09-06T01:25:20.954352
P0081,W02,19,172,2026-09-06T01:25:20.954352
P0081,W03,916,241,2026-09-06T01:25:20.954352
P0081,W04,594,254,2026-09-06T01:25:20.954352
P0081,W05,145,172,2026-09-06T01:25:20.954352
P0081,W06,405,208,2026-09-06T01:25:20.954352
P0081,W07,137,180,2026-09-06T01:25:20.954352
P0081,W08,454,208,2026-09-06T01:25:20.954352
P0082,W01,61,121,2026-09-06T01:25:20.954352
P0082,W02,989,149,2026-09-06T01:25:20.954352
P0082,W03,543,110,2026-09-06T01:25:20.954352
P0082,W04,713,220,2026-09-06T01:25:20.954352
P0082,W05,616,184,2026-09-06T01:25:20.954352
P0082,W06,756,120,2026-09-06T01:25:20.954352
P0082,W07,91,229,2026-09-06T01:25:20.954352
P0082,W08,114,143,2026-09-06T01:25:20.954352
P0083,W01,683,127,2026-09-06T01:25:20.954352
P0083,W02,811,198,2026-09-06T01:25:20.954352
P0083,W03,361,145,2026-09-06T01:25:20.954352
P0083,W04,697,268,2026-09-06T01:25:20.954352
P0083,W05,381,115,2026-09-06T01:25:20.954352
P0083,W06,570,272,2026-09-06T01:25:20.954352
P0083,W07,120,194,2026-09-06T01:25:20.954352
P0083,W08,579,184,2026-09-06T01:25:20.954352
P0084,W01,616,105,2026-09-06T01:25:20.954352
P0084,W02,315,161,2026-09-06T01:25:20.954352
P0084,W03,111,186,2026-09-06T01:25:20.954352
P0084,W04,962,105,2026-09-06T01:25:20.954352
P0084,W05,449,118,2026-09-06T01:25:20.954352
P0084,W06,794,227,2026-09-06T01:25:20.954352
P0084,W07,262,118,2026-09-06T01:25:20.954352
P0084,W08,647,210,2026-09-06T01:25:20.954352
P0085,W01,700,170,2026-09-06T01:25:20.954352
P0085,W02,492,223,2026-09-06T01:25:20.954352
P0085,W03,877,296,2026-09-06T01:25:20.954352
P0085,W04,993,284,2026-09-06T01:25:20.954352
P0085,W05,677,199,2026-09-06T01:25:20.954352
P0085,W06,899,148,2026-09-06T01:25:20.954352
P0085,W07,838,297,2026-09-06T01:25:20.954352
P0085,W08,853,125,2026-09-06T01:25:20.954352
P0086,W01,640,110,2026-09-06T01:25:20.954352
P0086,W02,707,158,2026-09-06T01:25:20.954352
P0086,W03,795,140,2026-09-06T01:25:20.954352
P0086,W04,717,163,2026-09-06T01:25:20.954352
P0086,W05,124,249,2026-09-06T01:25:20.954352
P0086,W06,469,202,2026-09-06T01:25:20.954352
P0086,W07,483,114,2026-09-06T01:25:20.954352
P0086,W08,166,192,2026-09-06T01:25:20.954352
P0087,W01,314,196,2026-09-06T01:25:20.954352
P0087,W02,102,205,2026-09-06T01:25:20.954352
P0087,W03,522,165,2026-09-06T01:25:20.954352
P0087,W04,942,174,2026-09-06T01:25:20.954352
P0087,W05,284,197,2026-09-06T01:25:20.954352
P0087,W06,607,207,2026-09-06T01:25:20.954352
P0087,W07,289,193,2026-09-06T01:25:20.954352
P0087,W08,779,264,2026-09-06T01:25:20.954352
P0088,W01,517,255,2026-09-06T01:25:20.954352
P0088,W02,924,294,2026-09-06T01:25:20.954352
P0088,W03,184,164,2026-09-06T01:25:20.954352
P0088,W04,699,178,2026-09-06T01:25:20.954352
P0088,W05,86,270,2026-09-06T01:25:20.954352
P0088,W06,555,158,2026-09-06T01:25:20.954352
P0088,W07,189,230,2026-09-06T01:25:20.954352
P0088,W08,916,297,2026-09-06T01:25:20.954352
P0089,W01,68,122,2026-09-06T01:25:20.954352
P0089,W02,876,161,2026-09-06T01:25:20.954352
P0089,W03,884,213,2026-09-06T01:25:20.954352
P0089,W04,647,132,2026-09-06T01:25:20.954352
P0089,W05,278,290,2026-09-06T01:25:20.954352
P0089,W06,699,274,2026-09-06T01:25:20.954352
P0089,W07,285,296,2026-09-06T01:25:20.954352
P0089,W08,504,282,2026-09-06T01:25:20.954352
P0090,W01,609,281,2026-09-06T01:25:20.954352
P0090,W02,160,299,2026-09-06T01:25:20.954352
P0090,W03,592,217,2026-09-06T01:25:20.954352
P0090,W04,766,283,2026-09-06T01:25:20.954352
P0090,W05,332,247,2026-09-06T01:25:20.954352
P0090,W06,94,283,2026-09-06T01:25:20.954352
P0090,W07,879,168,2026-09-06T01:25:20.954352
P0090,W08,937,176,2026-09-06T01:25:20.954352
P0091,W01,994,235,2026-09-06T01:25:20.954352
P0091,W02,931,247,2026-09-06T01:25:20.954352
P0091,W03,313,105,2026-09-06T01:25:20.954352
P0091,W04,910,101,2026-09-06T01:25:20.954352
P0091,W05,588,269,2026-09-06T01:25:20.954352
P0091,W06,316,198,2026-09-06T01:25:20.954352
P0091,W07,347,294,2026-09-06T01:25:20.954352
P0091,W08,884,239,2026-09-06T01:25:20.954352
P0092,W01,261,203,2026-09-06T01:25:20.954352
P0092,W02,240,248,2026-09-06T01:25:20.954352
P0092,W03,158,264,2026-09-06T01:25:20.954352
P0092,W04,766,174,2026-09-06T01:25:20.954352
P0092,W05,573,289,2026-09-06T01:25:20.954352
P0092,W06,863,228,2026-09-06T01:25:20.954352
P0092,W07,506,243,2026-09-06T01:25:20.954352
P0092,W08,18,264,2026-09-06T01:25:20.954352
P0093,W01,980,222,2026-09-06T01:25:20.954352
P0093,W02,769,162,2026-09-06T01:25:20.954352
P0093,W03,489,201,2026-09-06T01:25:20.954352
P0093,W04,682,263,2026-09-06T01:25:20.954352
P0093,W05,689,222,2026-09-06T01:25:20.954352
P0093,W06,428,165,2026-09-06T01:25:20.954352
P0093,W07,874,246,2026-09-06T01:25:20.954352
P0093,W08,481,152,2026-09-06T01:25:20.954352
P0094,W01,463,235,2026-09-06T01:25:20.954352
P0094,W02,46,182,2026-09-06T01:25:20.954352
P0094,W03,254,170,2026-09-06T01:25:20.954352
P0094,W04,877,137,2026-09-06T01:25:20.954352
P0094,W05,359,128,2026-09-06T01:25:20.954352
P0094,W06,576,125,2026-09-06T01:25:20.954352
P0094,W07,875,237,2026-09-06T01:25:20.954352
P0094,W08,465,131,2026-09-06T01:25:20.954352
P0095,W01,433,132,2026-09-06T01:25:20.954352
P0095,W02,867,237,2026-09-06T01:25:20.954352
P0095,W03,585,214,2026-09-06T01:25:20.954352
P0095,W04,313,213,2026-09-06T01:25:20.954352
P0095,W05,445,217,2026-09-06T01:25:20.954352
P0095,W06,442,208,2026-09-06T01:25:20.954352
P0095,W07,710,202,2026-09-06T01:25:20.954352
P0095,W08,771,114,2026-09-06T01:25:20.954352
P0096,W01,708,256,2026-09-06T01:25:20.954352
P0096,W02,83,250,2026-09-06T01:25:20.954352
P0096,W03,123,253,2026-09-06T01:25:20.954352
P0096,W04,194,193,2026-09-06T01:25:20.954352
P0096,W05,167,197,2026-09-06T01:25:20.954352
P0096,W06,858,164,2026-09-06T01:25:20.954352
P0096,W07,129,187,2026-09-06T01:25:20.954352
P0096,W08,590,268,2026-09-06T01:25:20.954352
P0097,W01,664,256,2026-09-06T01:25:20.954352
P0097,W02,215,128,2026-09-06T01:25:20.954352
P0097,W03,459,211,2026-09-06T01:25:20.954352
P0097,W04,885,248,2026-09-06T01:25:20.954352
P0097,W05,508,103,2026-09-06T01:25:20.954352
P0097,W06,543,190,2026-09-06T01:25:20.954352
P0097,W07,430,292,2026-09-06T01:25:20.954352
P0097,W08,877,214,2026-09-06T01:25:20.954352
P0098,W01,326,247,2026-09-06T01:25:20.954352
P0098,W02,119,106,2026-09-06T01:25:20.954352
P0098,W03,643,195,2026-09-06T01:25:20.954352
P0098,W04,866,267,2026-09-06T01:25:20.954352
P0098,W05,446,287,2026-09-06T01:25:20.954352
P0098,W06,805,154,2026-09-06T01:25:20.954352
P0098,W07,815,287,2026-09-06T01:25:20.954352
P0098,W08,605,266,2026-09-06T01:25:20.954352
P0099,W01,687,206,2026-09-06T01:25:20.954352
P0099,W02,496,111,2026-09-06T01:25:20.954352
P0099,W03,677,177,2026-09-06T01:25:20.954352
P0099,W04,876,171,2026-09-06T01:25:20.954352
P0099,W05,803,214,2026-09-06T01:25:20.954352
P0099,W06,488,223,2026-09-06T01:25:20.954352
P0099,W07,938,128,2026-09-06T01:25:20.954352
P0099,W08,278,108,2026-09-06T01:25:20.954352
P0100,W01,363,215,2026-09-06T01:25:20.954352
P0100,W02,866,219,2026-09-06T01:25:20.954352
P0100,W03,967,114,2026-09-06T01:25:20.954352
P0100,W04,138,193,2026-09-06T01:25:20.954352
P0100,W05,974,291,2026-09-06T01:25:20.954352
P0100,W06,18,278,2026-09-06T01:25:20.954352
P0100,W07,87,192,2026-09-06T01:25:20.954352
P0100,W08,377,172,2026-09-06T01:25:20.954352
