shipment_id,order_id,carrier,ship_timestamp,promised_delivery,actual_delivery,status
SHP000490,O004775,BlueDart,2026-08-08T18:20:20.880590,2026-08-15T18:20:20.880590,2026-08-16T18:20:20.880590,DELAYED
SHP000491,O004406,DHL,2026-08-27T09:00:20.880590,2026-09-03T09:00:20.880590,2026-09-03T09:00:20.880590,DELIVERED
SHP000492,O002479,UPS,2026-09-05T03:10:20.880590,2026-09-08T03:10:20.880590,2026-09-09T03:10:20.880590,DELAYED
SHP000493,O002158,BlueDart,2026-08-20T08:16:20.880590,2026-08-24T08:16:20.880590,2026-08-26T08:16:20.880590,IN_TRANSIT
SHP000494,O001900,BlueDart,2026-08-08T04:26:20.880590,2026-08-14T04:26:20.880590,2026-08-15T04:26:20.880590,IN_TRANSIT
SHP000495,O000544,BlueDart,2026-08-08T01:03:20.880590,2026-08-10T01:03:20.880590,2026-08-10T01:03:20.880590,DELAYED
SHP000496,O003931,FedEx,2026-08-21T14:10:20.880590,2026-08-28T14:10:20.880590,2026-08-29T14:10:20.880590,DELAYED
SHP000497,O000976,UPS,2026-08-16T12:56:20.880590,2026-08-21T12:56:20.880590,2026-08-22T12:56:20.880590,IN_TRANSIT
SHP000498,O001313,Delhivery,2026-08-27T16:13:20.880590,2026-09-02T16:13:20.880590,2026-09-02T16:13:20.880590,DELAYED
SHP000499,O001914,DHL,2026-08-27T01:07:20.880590,2026-09-01T01:07:20.880590,2026-09-02T01:07:20.880590,DELAYED
SHP000500,O000310,FedEx,2026-08-16T13:01:20.880590,2026-08-21T13:01:20.880590,2026-08-20T13:01:20.880590,IN_TRANSIT
SHP000501,O003018,UPS,2026-09-01T12:13:20.880590,2026-09-07T12:13:20.880590,2026-09-07T12:13:20.880590,DELIVERED
SHP000502,O001435,UPS,2026-08-17T08:58:20.880590,2026-08-18T08:58:20.880590,2026-08-19T08:58:20.880590,DELAYED
SHP000503,O000566,Delhivery,2026-08-24T00:39:20.880590,2026-08-27T00:39:20.880590,2026-08-27T00:39:20.880590,DELAYED
SHP000504,O004777,BlueDart,2026-08-18T07:41:20.880590,2026-08-25T07:41:20.880590,2026-08-26T07:41:20.880590,DELIVERED
SHP000505,O001699,UPS,2026-08-28T07:01:20.880590,2026-08-31T07:01:20.880590,2026-09-01T07:01:20.880590,IN_TRANSIT
SHP000506,O003185,FedEx,2026-08-18T15:30:20.880590,2026-08-24T15:30:20.880590,2026-08-23T15:30:20.880590,IN_TRANSIT
SHP000507,O004689,UPS,2026-09-04T19:56:20.880590,2026-09-09T19:56:20.880590,2026-09-09T19:56:20.880590,DELAYED
SHP000508,O003990,UPS,2026-08-10T19:20:20.880590,2026-08-16T19:20:20.880590,2026-08-18T19:20:20.880590,DELIVERED
SHP000509,O000522,BlueDart,2026-08-26T09:17:20.880590,2026-08-27T09:17:20.880590,2026-08-27T09:17:20.880590,DELIVERED
SHP000510,O001357,DHL,2026-08-14T09:53:20.880590,2026-08-19T09:53:20.880590,2026-08-18T09:53:20.880590,IN_TRANSIT
SHP000511,O004521,DHL,2026-09-01T18:02:20.880590,2026-09-07T18:02:20.880590,2026-09-07T18:02:20.880590,DELIVERED
SHP000512,O002457,UPS,2026-08-17T10:22:20.880590,2026-08-23T10:22:20.880590,2026-08-24T10:22:20.880590,IN_TRANSIT
SHP000513,O004840,UPS,2026-08-09T17:23:20.880590,2026-08-16T17:23:20.880590,2026-08-18T17:23:20.880590,DELIVERED
SHP000514,O003685,UPS,2026-08-29T05:11:20.880590,2026-08-30T05:11:20.880590,2026-08-30T05:11:20.880590,DELAYED
SHP000515,O004392,BlueDart,2026-08-12T18:21:20.880590,2026-08-15T18:21:20.880590,2026-08-15T18:21:20.880590,DELIVERED
SHP000516,O001242,BlueDart,2026-08-08T08:44:20.880590,2026-08-15T08:44:20.880590,2026-08-15T08:44:20.880590,DELAYED
SHP000517,O004712,Delhivery,2026-08-08T09:42:20.880590,2026-08-12T09:42:20.880590,2026-08-12T09:42:20.880590,DELIVERED
SHP000518,O001546,BlueDart,2026-09-01T10:42:20.880590,2026-09-05T10:42:20.880590,2026-09-06T10:42:20.880590,IN_TRANSIT
SHP000519,O004914,BlueDart,2026-08-12T15:53:20.880590,2026-08-16T15:53:20.880590,2026-08-17T15:53:20.880590,IN_TRANSIT
SHP000520,O000013,FedEx,2026-08-10T14:34:20.880590,2026-08-13T14:34:20.880590,2026-08-14T14:34:20.880590,DELIVERED
SHP000521,O001425,DHL,2026-08-19T16:56:20.880590,2026-08-21T16:56:20.880590,2026-08-21T16:56:20.880590,DELIVERED
SHP000522,O002201,Delhivery,2026-08-17T01:54:20.880590,2026-08-22T01:54:20.880590,2026-08-24T01:54:20.880590,DELIVERED
SHP000523,O001711,BlueDart,2026-08-10T08:27:20.880590,2026-08-14T08:27:20.880590,2026-08-16T08:27:20.880590,DELIVERED
SHP000524,O004000,UPS,2026-08-26T05:14:20.880590,2026-08-31T05:14:20.880590,2026-08-30T05:14:20.880590,DELIVERED
SHP000525,O003706,Delhivery,2026-08-28T15:32:20.880590,2026-08-29T15:32:20.880590,2026-08-29T15:32:20.880590,DELIVERED
SHP000526,O002494,UPS,2026-09-04T23:43:20.880590,2026-09-11T23:43:20.880590,2026-09-12T23:43:20.880590,DELIVERED
SHP000527,O002407,DHL,2026-08-19T13:04:20.880590,2026-08-24T13:04:20.880590,2026-08-24T13:04:20.880590,DELIVERED
SHP000528,O002871,DHL,2026-08-18T05:21:20.880590,2026-08-22T05:21:20.880590,2026-08-22T05:21:20.880590,IN_TRANSIT
SHP000529,O003558,UPS,2026-08-23T11:10:20.880590,2026-08-25T11:10:20.880590,2026-08-26T11:10:20.880590,DELIVERED
SHP000530,O004503,BlueDart,2026-08-12T01:36:20.880590,2026-08-14T01:36:20.880590,2026-08-15T01:36:20.880590,DELIVERED
SHP000531,O001788,DHL,2026-08-24T08:03:20.880590,2026-08-29T08:03:20.880590,2026-08-31T08:03:20.880590,IN_TRANSIT
SHP000532,O003125,Delhivery,2026-09-05T07:34:20.880590,2026-09-11T07:34:20.880590,2026-09-11T07:34:20.880590,IN_TRANSIT
SHP000533,O001294,FedEx,2026-09-02T13:49:20.880590,2026-09-06T13:49:20.880590,2026-09-07T13:49:20.880590,IN_TRANSIT
SHP000534,O000760,UPS,2026-08-19T00:21:20.880590,2026-08-24T00:21:20.880590,2026-08-23T00:21:20.880590,DELIVERED
SHP000535,O004486,UPS,2026-08-16T21:42:20.880590,2026-08-17T21:42:20.880590,2026-08-17T21:42:20.880590,DELAYED
SHP000536,O002813,DHL,2026-08-22T06:48:20.880590,2026-08-28T06:48:20.880590,2026-08-28T06:48:20.880590,IN_TRANSIT
SHP000537,O002096,Delhivery,2026-08-20T04:35:20.880590,2026-08-24T04:35:20.880590,2026-08-25T04:35:20.880590,DELIVERED
SHP000538,O004370,Delhivery,2026-08-15T06:38:20.880590,2026-08-17T06:38:20.880590,2026-08-19T06:38:20.880590,DELIVERED
SHP000539,O003841,FedEx,2026-08-20T17:51:20.880590,2026-08-22T17:51:20.880590,2026-08-21T17:51:20.880590,IN_TRANSIT
SHP000540,O002261,BlueDart,2026-08-23T11:56:20.880590,2026-08-29T11:56:20.880590,2026-08-28T11:56:20.880590,IN_TRANSIT
SHP000541,O002396,Delhivery,2026-08-29T00:06:20.880590,2026-09-05T00:06:20.880590,2026-09-05T00:06:20.880590,DELIVERED
SHP000542,O000761,DHL,2026-08-23T08:00:20.880590,2026-08-26T08:00:20.880590,2026-08-28T08:00:20.880590,IN_TRANSIT
SHP000543,O004236,BlueDart,2026-08-30T23:55:20.880590,2026-09-04T23:55:20.880590,2026-09-04T23:55:20.880590,DELIVERED
SHP000544,O001098,DHL,2026-08-09T22:48:20.880590,2026-08-12T22:48:20.880590,2026-08-11T22:48:20.880590,DELAYED
SHP000545,O002339,FedEx,2026-08-21T17:22:20.880590,2026-08-25T17:22:20.880590,2026-08-26T17:22:20.880590,DELAYED
SHP000546,O003481,DHL,2026-08-26T21:02:20.880590,2026-08-31T21:02:20.880590,2026-08-31T21:02:20.880590,DELIVERED
SHP000547,O003064,Delhivery,2026-08-31T02:30:20.880590,2026-09-01T02:30:20.880590,2026-08-31T02:30:20.880590,DELIVERED
SHP000548,O003936,FedEx,2026-08-31T10:46:20.880590,2026-09-01T10:46:20.880590,2026-09-01T10:46:20.880590,DELIVERED
SHP000549,O000691,UPS,2026-09-02T13:26:20.880590,2026-09-03T13:26:20.880590,2026-09-02T13:26:20.880590,IN_TRANSIT
SHP000550,O003549,BlueDart,2026-08-17T11:22:20.880590,2026-08-22T11:22:20.880590,2026-08-23T11:22:20.880590,DELIVERED
SHP000551,O000852,DHL,2026-09-04T18:58:20.880590,2026-09-08T18:58:20.880590,2026-09-10T18:58:20.880590,DELIVERED
SHP000552,O003737,DHL,2026-09-01T00:50:20.880590,2026-09-02T00:50:20.880590,2026-09-04T00:50:20.880590,DELAYED
SHP000553,O004297,UPS,2026-08-25T12:12:20.880590,2026-08-29T12:12:20.880590,2026-08-29T12:12:20.880590,DELIVERED
SHP000554,O003721,DHL,2026-08-22T02:35:20.880590,2026-08-26T02:35:20.880590,2026-08-28T02:35:20.880590,DELAYED
SHP000555,O001170,BlueDart,2026-08-07T03:55:20.880590,2026-08-14T03:55:20.880590,2026-08-16T03:55:20.880590,DELAYED
SHP000556,O002003,DHL,2026-08-16T01:36:20.880590,2026-08-19T01:36:20.880590,2026-08-19T01:36:20.880590,DELIVERED
SHP000557,O000101,BlueDart,2026-08-15T23:41:20.880590,2026-08-16T23:41:20.880590,2026-08-15T23:41:20.880590,DELIVERED
SHP000558,O000445,FedEx,2026-08-15T22:40:20.880590,2026-08-20T22:40:20.880590,2026-08-21T22:40:20.880590,IN_TRANSIT
SHP000559,O002746,DHL,2026-09-05T12:08:20.880590,2026-09-11T12:08:20.880590,2026-09-11T12:08:20.880590,DELIVERED
SHP000560,O002362,DHL,2026-08-14T17:08:20.880590,2026-08-15T17:08:20.880590,2026-08-15T17:08:20.880590,DELIVERED
SHP000561,O003308,BlueDart,2026-08-08T07:14:20.880590,2026-08-12T07:14:20.880590,2026-08-11T07:14:20.880590,DELIVERED
SHP000562,O000618,UPS,2026-08-21T09:31:20.880590,2026-08-24T09:31:20.880590,2026-08-26T09:31:20.880590,DELAYED
SHP000563,O000157,DHL,2026-08-13T12:09:20.880590,2026-08-20T12:09:20.880590,2026-08-21T12:09:20.880590,IN_TRANSIT
SHP000564,O001686,Delhivery,2026-08-18T10:19:20.880590,2026-08-20T10:19:20.880590,2026-08-20T10:19:20.880590,DELIVERED
SHP000565,O002277,DHL,2026-08-13T06:39:20.880590,2026-08-14T06:39:20.880590,2026-08-14T06:39:20.880590,DELIVERED
SHP000566,O001069,FedEx,2026-09-02T18:41:20.880590,2026-09-08T18:41:20.880590,2026-09-08T18:41:20.880590,DELIVERED
SHP000567,O003095,FedEx,2026-08-24T00:13:20.880590,2026-08-30T00:13:20.880590,2026-08-29T00:13:20.880590,DELIVERED
SHP000568,O000380,DHL,2026-09-04T00:00:20.880590,2026-09-05T00:00:20.880590,2026-09-05T00:00:20.880590,IN_TRANSIT
SHP000569,O002513,FedEx,2026-08-31T08:53:20.880590,2026-09-02T08:53:20.880590,2026-09-04T08:53:20.880590,DELIVERED
SHP000570,O001867,FedEx,2026-08-15T19:36:20.880590,2026-08-18T19:36:20.880590,2026-08-18T19:36:20.880590,DELAYED
SHP000571,O000957,FedEx,2026-08-24T07:12:20.880590,2026-08-26T07:12:20.880590,2026-08-26T07:12:20.880590,DELAYED
SHP000572,O002083,UPS,2026-09-03T06:16:20.880590,2026-09-10T06:16:20.880590,2026-09-11T06:16:20.880590,DELAYED
SHP000573,O002731,FedEx,2026-08-19T22:51:20.880590,2026-08-21T22:51:20.880590,2026-08-21T22:51:20.880590,DELIVERED
SHP000574,O003275,UPS,2026-08-29T20:12:20.880590,2026-09-05T20:12:20.880590,2026-09-05T20:12:20.880590,DELAYED
SHP000575,O003508,DHL,2026-08-27T04:58:20.880590,2026-08-29T04:58:20.880590,2026-08-29T04:58:20.880590,DELAYED
SHP000576,O003523,BlueDart,2026-08-30T08:39:20.880590,2026-09-01T08:39:20.880590,2026-09-01T08:39:20.880590,DELIVERED
SHP000577,O004779,UPS,2026-08-09T12:57:20.880590,2026-08-11T12:57:20.880590,2026-08-12T12:57:20.880590,IN_TRANSIT
SHP000578,O003880,FedEx,2026-09-05T00:48:20.880590,2026-09-08T00:48:20.880590,2026-09-10T00:48:20.880590,DELAYED
SHP000579,O002954,FedEx,2026-09-05T01:09:20.880590,2026-09-10T01:09:20.880590,2026-09-11T01:09:20.880590,DELIVERED
SHP000580,O003316,DHL,2026-08-23T06:29:20.880590,2026-08-26T06:29:20.880590,2026-08-26T06:29:20.880590,IN_TRANSIT
SHP000581,O003039,UPS,2026-08-25T11:00:20.880590,2026-08-30T11:00:20.880590,2026-08-29T11:00:20.880590,IN_TRANSIT
SHP000582,O003196,FedEx,2026-08-29T06:21:20.880590,2026-09-01T06:21:20.880590,2026-09-01T06:21:20.880590,DELAYED
SHP000583,O000497,Delhivery,2026-08-30T07:27:20.880590,2026-09-03T07:27:20.880590,2026-09-04T07:27:20.880590,IN_TRANSIT
SHP000584,O002184,BlueDart,2026-08-11T20:21:20.880590,2026-08-18T20:21:20.880590,2026-08-18T20:21:20.880590,DELIVERED
SHP000585,O003313,Delhivery,2026-08-18T09:37:20.880590,2026-08-24T09:37:20.880590,2026-08-24T09:37:20.880590,DELIVERED
SHP000586,O003618,UPS,2026-08-20T04:34:20.880590,2026-08-27T04:34:20.880590,2026-08-28T04:34:20.880590,IN_TRANSIT
SHP000587,O001912,UPS,2026-08-21T12:31:20.880590,2026-08-23T12:31:20.880590,2026-08-25T12:31:20.880590,DELAYED
SHP000588,O001043,Delhivery,2026-08-25T14:45:20.880590,2026-08-30T14:45:20.880590,2026-08-30T14:45:20.880590,DELAYED
SHP000589,O001263,UPS,2026-08-18T10:18:20.880590,2026-08-20T10:18:20.880590,2026-08-21T10:18:20.880590,IN_TRANSIT
SHP000590,O001235,UPS,2026-09-03T00:27:20.880590,2026-09-04T00:27:20.880590,2026-09-04T00:27:20.880590,IN_TRANSIT
SHP000591,O001284,BlueDart,2026-08-10T18:45:20.880590,2026-08-17T18:45:20.880590,2026-08-18T18:45:20.880590,DELIVERED
SHP000592,O004482,FedEx,2026-09-04T12:24:20.880590,2026-09-07T12:24:20.880590,2026-09-07T12:24:20.880590,DELIVERED
SHP000593,O003366,Delhivery,2026-08-20T02:28:20.880590,2026-08-23T02:28:20.880590,2026-08-25T02:28:20.880590,DELAYED
SHP000594,O002019,Delhivery,2026-08-26T14:10:20.880590,2026-08-27T14:10:20.880590,2026-08-28T14:10:20.880590,DELIVERED
SHP000595,O004411,FedEx,2026-08-24T23:00:20.880590,2026-08-27T23:00:20.880590,2026-08-29T23:00:20.880590,IN_TRANSIT
SHP000596,O001937,Delhivery,2026-09-02T22:06:20.880590,2026-09-07T22:06:20.880590,2026-09-09T22:06:20.880590,DELAYED
SHP000597,O003402,DHL,2026-08-10T13:42:20.880590,2026-08-13T13:42:20.880590,2026-08-13T13:42:20.880590,DELAYED
SHP000598,O000683,DHL,2026-08-29T19:39:20.880590,2026-09-02T19:39:20.880590,2026-09-04T19:39:20.880590,DELAYED
SHP000599,O003784,DHL,2026-08-16T00:18:20.880590,2026-08-17T00:18:20.880590,2026-08-17T00:18:20.880590,DELIVERED
SHP000600,O001706,BlueDart,2026-08-29T16:23:20.880590,2026-08-31T16:23:20.880590,2026-09-01T16:23:20.880590,DELIVERED
SHP000601,O001361,DHL,2026-08-28T12:27:20.880590,2026-08-29T12:27:20.880590,2026-08-29T12:27:20.880590,DELAYED
SHP000602,O003471,BlueDart,2026-09-03T23:34:20.880590,2026-09-08T23:34:20.880590,2026-09-07T23:34:20.880590,DELAYED
SHP000603,O003168,UPS,2026-08-13T10:15:20.880590,2026-08-18T10:15:20.880590,2026-08-18T10:15:20.880590,DELIVERED
SHP000604,O001004,UPS,2026-08-13T01:23:20.880590,2026-08-17T01:23:20.880590,2026-08-17T01:23:20.880590,DELAYED
SHP000605,O003622,BlueDart,2026-08-20T14:44:20.880590,2026-08-22T14:44:20.880590,2026-08-22T14:44:20.880590,DELAYED
SHP000606,O001181,Delhivery,2026-08-19T17:02:20.880590,2026-08-26T17:02:20.880590,2026-08-26T17:02:20.880590,IN_TRANSIT
SHP000607,O002822,BlueDart,2026-08-20T13:18:20.880590,2026-08-22T13:18:20.880590,2026-08-22T13:18:20.880590,DELAYED
SHP000608,O003769,FedEx,2026-08-12T00:20:20.880590,2026-08-18T00:20:20.880590,2026-08-20T00:20:20.880590,DELAYED
SHP000609,O002463,DHL,2026-09-04T18:12:20.880590,2026-09-06T18:12:20.880590,2026-09-07T18:12:20.880590,DELAYED
SHP000610,O004143,DHL,2026-08-18T23:52:20.880590,2026-08-24T23:52:20.880590,2026-08-23T23:52:20.880590,DELIVERED
SHP000611,O003389,BlueDart,2026-09-05T06:41:20.880590,2026-09-11T06:41:20.880590,2026-09-11T06:41:20.880590,DELAYED
SHP000612,O000725,Delhivery,2026-08-28T00:02:20.880590,2026-09-01T00:02:20.880590,2026-09-02T00:02:20.880590,DELAYED
SHP000613,O003373,Delhivery,2026-08-08T05:21:20.880590,2026-08-10T05:21:20.880590,2026-08-10T05:21:20.880590,IN_TRANSIT
SHP000614,O004916,DHL,2026-08-17T02:27:20.880590,2026-08-18T02:27:20.880590,2026-08-17T02:27:20.880590,IN_TRANSIT
SHP000615,O001392,UPS,2026-08-11T22:45:20.880590,2026-08-18T22:45:20.880590,2026-08-20T22:45:20.880590,DELIVERED
SHP000616,O003288,FedEx,2026-08-12T05:29:20.880590,2026-08-17T05:29:20.880590,2026-08-19T05:29:20.880590,IN_TRANSIT
SHP000617,O000278,DHL,2026-09-02T16:30:20.880590,2026-09-04T16:30:20.880590,2026-09-04T16:30:20.880590,DELIVERED
SHP000618,O002228,FedEx,2026-08-19T10:42:20.880590,2026-08-23T10:42:20.880590,2026-08-24T10:42:20.880590,IN_TRANSIT
SHP000619,O001681,UPS,2026-09-05T22:48:20.880590,2026-09-10T22:48:20.880590,2026-09-09T22:48:20.880590,IN_TRANSIT
SHP000620,O004615,Delhivery,2026-08-09T03:12:20.880590,2026-08-16T03:12:20.880590,2026-08-16T03:12:20.880590,DELIVERED
SHP000621,O000583,BlueDart,2026-08-09T21:13:20.880590,2026-08-13T21:13:20.880590,2026-08-15T21:13:20.880590,DELIVERED
SHP000622,O000606,UPS,2026-08-08T18:35:20.880590,2026-08-13T18:35:20.880590,2026-08-12T18:35:20.880590,DELIVERED
SHP000623,O000086,UPS,2026-08-25T06:49:20.880590,2026-08-30T06:49:20.880590,2026-09-01T06:49:20.880590,DELAYED
SHP000624,O000681,DHL,2026-09-05T23:47:20.880590,2026-09-06T23:47:20.880590,2026-09-06T23:47:20.880590,DELAYED
SHP000625,O000317,FedEx,2026-08-14T09:52:20.880590,2026-08-19T09:52:20.880590,2026-08-21T09:52:20.880590,IN_TRANSIT
SHP000626,O000976,BlueDart,2026-08-26T00:53:20.880590,2026-08-31T00:53:20.880590,2026-08-30T00:53:20.880590,DELAYED
SHP000627,O004934,DHL,2026-08-10T08:26:20.880590,2026-08-12T08:26:20.880590,2026-08-12T08:26:20.880590,DELIVERED
SHP000628,O001644,UPS,2026-08-12T14:39:20.880590,2026-08-17T14:39:20.880590,2026-08-17T14:39:20.880590,IN_TRANSIT
SHP000629,O002140,FedEx,2026-09-01T06:00:20.880590,2026-09-02T06:00:20.880590,2026-09-02T06:00:20.880590,IN_TRANSIT
SHP000630,O000612,BlueDart,2026-08-16T01:07:20.880590,2026-08-17T01:07:20.880590,2026-08-18T01:07:20.880590,DELAYED
SHP000631,O003979,Delhivery,2026-08-11T10:27:20.880590,2026-08-12T10:27:20.880590,2026-08-12T10:27:20.880590,DELAYED
SHP000632,O000482,DHL,2026-08-24T10:50:20.880590,2026-08-27T10:50:20.880590,2026-08-28T10:50:20.880590,DELIVERED
SHP000633,O004060,DHL,2026-08-10T23:47:20.880590,2026-08-12T23:47:20.880590,2026-08-12T23:47:20.880590,DELAYED
SHP000634,O004776,UPS,2026-08-11T12:11:20.880590,2026-08-18T12:11:20.880590,2026-08-17T12:11:20.880590,DELIVERED
SHP000635,O003801,DHL,2026-08-20T20:52:20.880590,2026-08-22T20:52:20.880590,2026-08-24T20:52:20.880590,DELAYED
SHP000636,O000724,UPS,2026-09-05T21:04:20.880590,2026-09-06T21:04:20.880590,2026-09-05T21:04:20.880590,DELIVERED
SHP000637,O003764,UPS,2026-08-31T08:16:20.880590,2026-09-03T08:16:20.880590,2026-09-03T08:16:20.880590,IN_TRANSIT
SHP000638,O004978,FedEx,2026-08-10T11:25:20.880590,2026-08-14T11:25:20.880590,2026-08-15T11:25:20.880590,DELAYED
SHP000639,O004022,BlueDart,2026-08-23T19:55:20.880590,2026-08-26T19:55:20.880590,2026-08-27T19:55:20.880590,DELIVERED
SHP000640,O000588,FedEx,2026-09-03T14:27:20.880590,2026-09-08T14:27:20.880590,2026-09-07T14:27:20.880590,DELIVERED
SHP000641,O004091,UPS,2026-09-05T01:21:20.880590,2026-09-10T01:21:20.880590,2026-09-09T01:21:20.880590,DELAYED
SHP000642,O001001,Delhivery,2026-08-24T07:19:20.880590,2026-08-27T07:19:20.880590,2026-08-27T07:19:20.880590,DELIVERED
SHP000643,O001244,DHL,2026-09-05T06:00:20.880590,2026-09-08T06:00:20.880590,2026-09-08T06:00:20.880590,DELIVERED
SHP000644,O001946,DHL,2026-08-10T12:34:20.880590,2026-08-13T12:34:20.880590,2026-08-13T12:34:20.880590,IN_TRANSIT
SHP000645,O003367,Delhivery,2026-08-09T09:33:20.880590,2026-08-15T09:33:20.880590,2026-08-16T09:33:20.880590,DELAYED
SHP000646,O003183,DHL,2026-08-15T12:04:20.880590,2026-08-19T12:04:20.880590,2026-08-21T12:04:20.880590,IN_TRANSIT
SHP000647,O002762,FedEx,2026-08-22T17:35:20.880590,2026-08-25T17:35:20.880590,2026-08-25T17:35:20.880590,DELAYED
SHP000648,O002555,DHL,2026-08-29T16:06:20.880590,2026-08-30T16:06:20.880590,2026-08-30T16:06:20.880590,DELAYED
SHP000649,O002319,BlueDart,2026-08-23T14:13:20.880590,2026-08-29T14:13:20.880590,2026-08-28T14:13:20.880590,DELAYED
SHP000650,O004783,Delhivery,2026-08-28T07:00:20.880590,2026-09-02T07:00:20.880590,2026-09-04T07:00:20.880590,IN_TRANSIT
SHP000651,O004307,UPS,2026-08-30T18:02:20.880590,2026-09-03T18:02:20.880590,2026-09-04T18:02:20.880590,DELAYED
SHP000652,O004151,Delhivery,2026-08-19T21:47:20.880590,2026-08-24T21:47:20.880590,2026-08-24T21:47:20.880590,DELIVERED
SHP000653,O003025,DHL,2026-08-08T10:52:20.880590,2026-08-13T10:52:20.880590,2026-08-13T10:52:20.880590,IN_TRANSIT
SHP000654,O002850,BlueDart,2026-08-27T14:29:20.880590,2026-08-29T14:29:20.880590,2026-08-29T14:29:20.880590,IN_TRANSIT
SHP000655,O002427,FedEx,2026-08-30T00:51:20.880590,2026-09-06T00:51:20.880590,2026-09-06T00:51:20.880590,IN_TRANSIT
SHP000656,O000708,BlueDart,2026-09-05T02:26:20.880590,2026-09-07T02:26:20.880590,2026-09-08T02:26:20.880590,IN_TRANSIT
SHP000657,O002963,BlueDart,2026-08-13T02:58:20.880590,2026-08-16T02:58:20.880590,2026-08-15T02:58:20.880590,IN_TRANSIT
SHP000658,O000066,BlueDart,2026-08-24T11:30:20.880590,2026-08-25T11:30:20.880590,2026-08-24T11:30:20.880590,DELIVERED
SHP000659,O002249,DHL,2026-08-20T10:36:20.880590,2026-08-27T10:36:20.880590,2026-08-27T10:36:20.880590,DELIVERED
SHP000660,O004172,BlueDart,2026-08-24T06:22:20.880590,2026-08-31T06:22:20.880590,2026-08-31T06:22:20.880590,IN_TRANSIT
SHP000661,O004194,BlueDart,2026-08-08T21:40:20.880590,2026-08-15T21:40:20.880590,2026-08-14T21:40:20.880590,DELIVERED
SHP000662,O003374,BlueDart,2026-08-07T05:09:20.880590,2026-08-12T05:09:20.880590,2026-08-14T05:09:20.880590,DELIVERED
SHP000663,O000822,BlueDart,2026-08-19T10:27:20.880590,2026-08-21T10:27:20.880590,2026-08-23T10:27:20.880590,DELIVERED
SHP000664,O003865,BlueDart,2026-08-07T09:50:20.880590,2026-08-09T09:50:20.880590,2026-08-09T09:50:20.880590,DELAYED
SHP000665,O000998,UPS,2026-08-12T03:00:20.880590,2026-08-19T03:00:20.880590,2026-08-19T03:00:20.880590,DELIVERED
SHP000666,O001171,Delhivery,2026-08-17T11:56:20.880590,2026-08-19T11:56:20.880590,2026-08-19T11:56:20.880590,DELIVERED
SHP000667,O001270,UPS,2026-09-01T08:47:20.880590,2026-09-02T08:47:20.880590,2026-09-04T08:47:20.880590,IN_TRANSIT
SHP000668,O002677,FedEx,2026-08-28T11:55:20.880590,2026-09-02T11:55:20.880590,2026-09-02T11:55:20.880590,IN_TRANSIT
SHP000669,O004842,Delhivery,2026-09-03T15:19:20.880590,2026-09-06T15:19:20.880590,2026-09-05T15:19:20.880590,DELIVERED
SHP000670,O000756,DHL,2026-08-19T11:31:20.880590,2026-08-25T11:31:20.880590,2026-08-27T11:31:20.880590,IN_TRANSIT
SHP000671,O004959,DHL,2026-08-27T15:31:20.880590,2026-08-29T15:31:20.880590,2026-08-29T15:31:20.880590,DELIVERED
SHP000672,O002018,UPS,2026-08-12T07:31:20.880590,2026-08-18T07:31:20.880590,2026-08-17T07:31:20.880590,IN_TRANSIT
SHP000673,O002611,BlueDart,2026-08-15T21:34:20.880590,2026-08-17T21:34:20.880590,2026-08-17T21:34:20.880590,DELAYED
SHP000674,O004851,FedEx,2026-08-31T04:59:20.880590,2026-09-07T04:59:20.880590,2026-09-06T04:59:20.880590,IN_TRANSIT
SHP000675,O000964,UPS,2026-08-20T05:22:20.880590,2026-08-24T05:22:20.880590,2026-08-26T05:22:20.880590,DELIVERED
SHP000676,O003805,Delhivery,2026-09-03T07:27:20.880590,2026-09-05T07:27:20.880590,2026-09-04T07:27:20.880590,DELIVERED
SHP000677,O000141,DHL,2026-08-31T15:43:20.880590,2026-09-01T15:43:20.880590,2026-09-01T15:43:20.880590,DELIVERED
SHP000678,O002357,UPS,2026-09-04T08:52:20.880590,2026-09-06T08:52:20.880590,2026-09-06T08:52:20.880590,DELIVERED
SHP000679,O002728,FedEx,2026-09-03T23:15:20.880590,2026-09-10T23:15:20.880590,2026-09-12T23:15:20.880590,DELIVERED
SHP000680,O002152,UPS,2026-09-05T21:42:20.880590,2026-09-09T21:42:20.880590,2026-09-11T21:42:20.880590,IN_TRANSIT
SHP000681,O002358,FedEx,2026-08-27T17:27:20.880590,2026-09-01T17:27:20.880590,2026-08-31T17:27:20.880590,DELIVERED
SHP000682,O004178,Delhivery,2026-08-10T22:15:20.880590,2026-08-15T22:15:20.880590,2026-08-15T22:15:20.880590,DELIVERED
SHP000683,O001819,UPS,2026-08-24T14:30:20.880590,2026-08-28T14:30:20.880590,2026-08-30T14:30:20.880590,DELAYED
SHP000684,O001863,BlueDart,2026-08-08T04:39:20.880590,2026-08-13T04:39:20.880590,2026-08-15T04:39:20.880590,DELIVERED
SHP000685,O000798,FedEx,2026-08-13T16:47:20.880590,2026-08-20T16:47:20.880590,2026-08-22T16:47:20.880590,DELAYED
SHP000686,O002053,FedEx,2026-08-27T07:04:20.880590,2026-09-03T07:04:20.880590,2026-09-04T07:04:20.880590,DELAYED
SHP000687,O000113,UPS,2026-09-02T06:14:20.880590,2026-09-09T06:14:20.880590,2026-09-09T06:14:20.880590,DELAYED
