order_id,product_id,warehouse_id,quantity,status,order_timestamp
O001009,P0047,W05,6,FULFILLED,2026-08-21T20:52:20.880590
O001010,P0035,W08,20,FULFILLED,2026-08-17T20:26:20.880590
O001011,P0024,W08,14,PROCESSING,2026-08-23T17:06:20.880590
O001012,P0090,W06,12,CANCELLED,2026-08-26T03:10:20.880590
O001013,P0058,W03,19,PROCESSING,2026-08-19T18:50:20.880590
O001014,P0088,W04,27,PLACED,2026-09-02T06:26:20.880590
O001015,P0031,W07,28,CANCELLED,2026-08-19T08:16:20.880590
O001016,P0019,W03,16,PLACED,2026-08-15T23:34:20.880590
O001017,P0054,W08,5,FULFILLED,2026-08-15T02:19:20.880590
O001018,P0039,W05,18,PLACED,2026-08-29T04:56:20.880590
O001019,P0013,W03,2,PROCESSING,2026-08-25T04:34:20.880590
O001020,P0061,W02,15,FULFILLED,2026-08-18T15:10:20.880590
O001021,P0047,W06,18,FULFILLED,2026-08-18T21:09:20.880590
O001022,P0003,W07,4,FULFILLED,2026-08-22T17:18:20.880590
O001023,P0026,W03,25,FULFILLED,2026-09-03T14:52:20.880590
O001024,P0042,W08,25,CANCELLED,2026-08-23T05:17:20.880590
O001025,P0049,W05,15,PROCESSING,2026-08-10T15:03:20.880590
O001026,P0082,W06,14,CANCELLED,2026-08-14T16:27:20.880590
O001027,P0011,W03,11,PROCESSING,2026-08-10T07:20:20.880590
O001028,P0041,W05,23,FULFILLED,2026-08-21T07:49:20.880590
O001029,P0083,W07,9,CANCELLED,2026-09-03T14:39:20.880590
O001030,P0096,W08,14,PROCESSING,2026-08-23T14:05:20.880590
O001031,P0003,W03,24,PROCESSING,2026-08-15T10:16:20.880590
O001032,P0096,W02,7,PROCESSING,2026-08-18T12:16:20.880590
O001033,P0014,W02,3,CANCELLED,2026-08-25T03:05:20.880590
O001034,P0007,W01,25,CANCELLED,2026-09-01T00:27:20.880590
O001035,P0098,W02,4,FULFILLED,2026-08-30T21:44:20.880590
O001036,P0020,W02,21,CANCELLED,2026-09-04T04:32:20.880590
O001037,P0030,W04,24,FULFILLED,2026-08-21T03:19:20.880590
O001038,P0081,W03,5,PROCESSING,2026-08-27T05:27:20.880590
O001039,P0005,W06,28,FULFILLED,2026-08-08T08:37:20.880590
O001040,P0060,W05,18,CANCELLED,2026-08-28T17:30:20.880590
O001041,P0090,W03,19,CANCELLED,2026-08-13T04:59:20.880590
O001042,P0096,W07,17,FULFILLED,2026-09-04T18:41:20.880590
O001043,P0062,W04,26,PLACED,2026-08-22T20:37:20.880590
O001044,P0040,W06,14,FULFILLED,2026-08-27T04:02:20.880590
O001045,P0039,W01,1,PROCESSING,2026-08-14T03:30:20.880590
O001046,P0037,W08,18,PLACED,2026-08-22T17:01:20.880590
O001047,P0097,W08,10,PLACED,2026-08-29T10:44:20.880590
O001048,P0038,W04,26,PLACED,2026-08-26T15:34:20.880590
O001049,P0048,W04,14,CANCELLED,2026-09-01T00:12:20.880590
O001050,P0032,W03,23,CANCELLED,2026-08-25T00:35:20.880590
O001051,P0029,W05,3,CANCELLED,2026-08-24T06:41:20.880590
O001052,P0031,W05,10,FULFILLED,2026-09-04T12:26:20.880590
O001053,P0025,W02,6,PROCESSING,2026-08-25T20:25:20.880590
O001054,P0015,W08,20,CANCELLED,2026-08-20T05:43:20.880590
O001055,P0090,W08,7,FULFILLED,2026-08-19T10:39:20.880590
O001056,P0020,W01,18,PLACED,2026-08-07T22:36:20.880590
O001057,P0014,W05,9,PROCESSING,2026-08-15T12:30:20.880590
O001058,P0094,W01,8,PLACED,2026-08-27T00:17:20.880590
O001059,P0002,W08,7,FULFILLED,2026-08-13T22:00:20.880590
O001060,P0040,W08,12,CANCELLED,2026-08-26T04:26:20.880590
O001061,P0043,W02,27,PROCESSING,2026-08-08T12:04:20.880590
O001062,P0035,W07,3,CANCELLED,2026-08-09T14:37:20.880590
O001063,P0025,W05,27,CANCELLED,2026-08-15T07:46:20.880590
O001064,P0016,W04,13,CANCELLED,2026-08-07T15:11:20.880590
O001065,P0095,W01,7,CANCELLED,2026-08-18T07:23:20.880590
O001066,P0067,W04,16,CANCELLED,2026-08-11T08:02:20.880590
O001067,P0042,W03,21,PLACED,2026-08-21T06:19:20.880590
O001068,P0067,W02,9,CANCELLED,2026-09-01T01:42:20.880590
O001069,P0039,W04,12,PLACED,2026-09-05T02:51:20.880590
O001070,P0015,W04,21,CANCELLED,2026-08-16T23:17:20.880590
O001071,P0002,W03,26,FULFILLED,2026-08-21T19:52:20.880590
O001072,P0016,W07,26,PROCESSING,2026-09-02T16:03:20.880590
O001073,P0006,W08,23,PROCESSING,2026-08-07T11:10:20.880590
O001074,P0099,W02,8,PROCESSING,2026-08-23T23:04:20.880590
O001075,P0012,W06,30,PLACED,2026-08-29T19:27:20.880590
O001076,P0046,W03,23,PLACED,2026-08-09T18:42:20.880590
O001077,P0063,W04,11,FULFILLED,2026-08-12T18:51:20.880590
O001078,P0094,W04,1,CANCELLED,2026-08-27T00:36:20.880590
O001079,P0093,W03,9,PLACED,2026-08-23T08:37:20.880590
O001080,P0091,W08,18,FULFILLED,2026-08-29T03:29:20.880590
O001081,P0090,W08,7,PROCESSING,2026-08-31T18:13:20.880590
O001082,P0045,W06,24,CANCELLED,2026-08-31T19:11:20.880590
O001083,P0077,W03,3,PROCESSING,2026-08-19T14:08:20.880590
O001084,P0038,W05,18,FULFILLED,2026-08-27T12:15:20.880590
O001085,P0001,W07,24,PROCESSING,2026-08-27T17:23:20.880590
O001086,P0080,W06,25,PROCESSING,2026-08-07T21:51:20.880590
O001087,P0093,W02,22,CANCELLED,2026-08-21T15:42:20.880590
O001088,P0068,W08,25,PROCESSING,2026-08-15T16:48:20.880590
O001089,P0037,W06,14,FULFILLED,2026-09-03T23:01:20.880590
O001090,P0013,W02,2,PROCESSING,2026-08-12T02:04:20.880590
O001091,P0005,W04,4,CANCELLED,2026-08-15T04:32:20.880590
O001092,P0013,W01,19,CANCELLED,2026-08-15T18:42:20.880590
O001093,P0063,W05,2,FULFILLED,2026-09-06T00:02:20.880590
O001094,P0078,W02,1,PROCESSING,2026-08-17T02:30:20.880590
O001095,P0063,W02,15,PLACED,2026-09-05T21:40:20.880590
O001096,P0072,W07,27,FULFILLED,2026-08-23T11:38:20.880590
O001097,P0079,W05,17,PLACED,2026-08-09T17:05:20.880590
O001098,P0039,W02,7,PLACED,2026-08-10T06:17:20.880590
O001099,P0093,W04,18,CANCELLED,2026-08-11T15:58:20.880590
O001100,P0025,W04,19,PROCESSING,2026-08-15T16:21:20.880590
O001101,P0096,W07,24,PLACED,2026-09-01T11:21:20.880590
O001102,P0074,W06,22,CANCELLED,2026-09-05T02:57:20.880590
O001103,P0014,W03,26,PROCESSING,2026-08-26T11:53:20.880590
O001104,P0052,W06,22,PROCESSING,2026-09-01T02:07:20.880590
O001105,P0077,W08,30,FULFILLED,2026-08-31T08:34:20.880590
O001106,P0071,W06,28,FULFILLED,2026-08-21T09:38:20.880590
O001107,P0098,W07,27,FULFILLED,2026-08-25T19:48:20.880590
O001108,P0031,W04,13,FULFILLED,2026-09-03T17:57:20.880590
O001109,P0058,W08,13,PLACED,2026-08-23T10:38:20.880590
O001110,P0037,W01,17,PROCESSING,2026-08-08T15:16:20.880590
O001111,P0001,W05,8,PROCESSING,2026-08-20T19:06:20.880590
O001112,P0003,W05,30,PROCESSING,2026-08-21T09:22:20.880590
O001113,P0005,W08,12,PROCESSING,2026-08-11T08:24:20.880590
O001114,P0034,W06,29,PROCESSING,2026-08-13T08:35:20.880590
O001115,P0033,W05,3,CANCELLED,2026-08-17T15:54:20.880590
O001116,P0028,W02,24,FULFILLED,2026-09-01T22:59:20.880590
O001117,P0023,W08,27,PLACED,2026-08-29T00:28:20.880590
O001118,P0083,W05,2,CANCELLED,2026-09-03T03:34:20.880590
O001119,P0100,W01,30,FULFILLED,2026-08-10T15:08:20.880590
O001120,P0056,W07,30,PLACED,2026-08-22T21:26:20.880590
O001121,P0096,W01,21,CANCELLED,2026-08-17T09:03:20.880590
O001122,P0040,W01,11,PROCESSING,2026-08-09T12:32:20.880590
O001123,P0065,W04,5,PLACED,2026-08-21T22:24:20.880590
O001124,P0058,W02,8,CANCELLED,2026-08-24T22:32:20.880590
O001125,P0051,W03,5,FULFILLED,2026-08-20T05:56:20.880590
O001126,P0061,W01,18,CANCELLED,2026-08-10T19:34:20.880590
O001127,P0011,W07,17,CANCELLED,2026-08-19T00:11:20.880590
O001128,P0098,W03,16,PROCESSING,2026-08-12T23:49:20.880590
O001129,P0051,W04,18,PROCESSING,2026-08-29T06:17:20.880590
O001130,P0010,W05,25,CANCELLED,2026-08-18T02:05:20.880590
O001131,P0088,W02,4,CANCELLED,2026-08-21T18:40:20.880590
O001132,P0047,W06,7,FULFILLED,2026-08-26T08:02:20.880590
O001133,P0077,W01,25,FULFILLED,2026-08-22T17:43:20.880590
O001134,P0045,W08,20,PROCESSING,2026-08-14T18:17:20.880590
O001135,P0006,W04,7,FULFILLED,2026-08-27T02:31:20.880590
O001136,P0097,W02,4,PLACED,2026-08-14T03:48:20.880590
O001137,P0080,W03,28,FULFILLED,2026-08-18T02:53:20.880590
O001138,P0044,W02,10,CANCELLED,2026-08-07T16:25:20.880590
O001139,P0003,W06,7,PROCESSING,2026-08-28T12:04:20.880590
O001140,P0070,W05,18,CANCELLED,2026-08-16T08:01:20.880590
O001141,P0094,W03,23,PLACED,2026-09-04T09:56:20.880590
O001142,P0075,W01,9,PROCESSING,2026-08-24T04:46:20.880590
O001143,P0037,W04,26,FULFILLED,2026-08-09T19:04:20.880590
O001144,P0060,W01,3,CANCELLED,2026-08-09T11:23:20.880590
O001145,P0085,W06,28,PLACED,2026-08-19T09:45:20.880590
O001146,P0038,W07,8,CANCELLED,2026-08-07T22:15:20.880590
O001147,P0091,W02,29,FULFILLED,2026-08-30T04:52:20.880590
O001148,P0077,W02,6,PROCESSING,2026-08-29T02:47:20.880590
O001149,P0059,W01,2,PROCESSING,2026-08-29T20:15:20.880590
O001150,P0040,W06,16,CANCELLED,2026-08-31T03:40:20.880590
O001151,P0003,W06,22,FULFILLED,2026-08-14T04:54:20.880590
O001152,P0081,W05,8,FULFILLED,2026-08-23T05:35:20.880590
O001153,P0081,W05,29,CANCELLED,2026-08-09T21:08:20.880590
O001154,P0072,W05,8,PROCESSING,2026-08-08T09:36:20.880590
O001155,P0051,W03,3,CANCELLED,2026-08-22T14:44:20.880590
O001156,P0087,W04,14,PROCESSING,2026-08-30T18:10:20.880590
O001157,P0020,W07,10,FULFILLED,2026-09-02T03:10:20.880590
O001158,P0070,W03,7,PROCESSING,2026-08-27T12:01:20.880590
O001159,P0070,W04,28,PROCESSING,2026-09-02T12:03:20.880590
O001160,P0089,W03,14,PROCESSING,2026-08-21T02:55:20.880590
O001161,P0073,W03,11,PLACED,2026-09-05T22:11:20.880590
O001162,P0069,W02,6,FULFILLED,2026-09-01T10:10:20.880590
O001163,P0094,W01,25,FULFILLED,2026-08-13T16:21:20.880590
O001164,P0053,W05,15,FULFILLED,2026-08-25T21:39:20.880590
O001165,P0100,W04,4,PROCESSING,2026-08-13T23:23:20.880590
O001166,P0004,W05,20,PROCESSING,2026-08-15T11:12:20.880590
O001167,P0030,W04,22,PLACED,2026-09-03T04:48:20.880590
O001168,P0011,W08,5,CANCELLED,2026-08-23T09:49:20.880590
O001169,P0048,W03,28,CANCELLED,2026-09-05T14:55:20.880590
O001170,P0061,W03,6,PROCESSING,2026-08-29T10:12:20.880590
O001171,P0005,W07,25,PLACED,2026-08-17T08:34:20.880590
O001172,P0053,W04,24,PROCESSING,2026-08-19T08:10:20.880590
O001173,P0009,W03,30,CANCELLED,2026-08-16T08:51:20.880590
O001174,P0063,W06,28,CANCELLED,2026-09-04T03:24:20.880590
O001175,P0055,W07,25,PLACED,2026-08-18T06:58:20.880590
O001176,P0095,W07,24,FULFILLED,2026-09-03T17:26:20.880590
O001177,P0079,W01,17,PLACED,2026-08-24T23:56:20.880590
O001178,P0059,W01,29,PROCESSING,2026-08-27T14:41:20.880590
O001179,P0069,W07,24,PLACED,2026-08-30T15:58:20.880590
O001180,P0050,W01,7,FULFILLED,2026-09-01T10:34:20.880590
O001181,P0051,W05,25,FULFILLED,2026-08-27T01:31:20.880590
O001182,P0022,W07,10,PLACED,2026-08-28T01:19:20.880590
O001183,P0019,W08,27,CANCELLED,2026-08-30T14:05:20.880590
O001184,P0093,W02,6,PROCESSING,2026-08-11T04:12:20.880590
O001185,P0053,W06,15,PLACED,2026-08-24T22:45:20.880590
O001186,P0059,W04,29,CANCELLED,2026-08-15T04:47:20.880590
O001187,P0033,W06,23,PROCESSING,2026-08-11T03:55:20.880590
O001188,P0012,W02,23,CANCELLED,2026-08-12T16:21:20.880590
O001189,P0047,W02,17,CANCELLED,2026-09-04T21:59:20.880590
O001190,P0079,W03,13,CANCELLED,2026-08-30T08:17:20.880590
O001191,P0099,W03,30,FULFILLED,2026-08-09T01:22:20.880590
O001192,P0085,W03,6,PROCESSING,2026-09-01T19:05:20.880590
O001193,P0099,W01,14,FULFILLED,2026-08-15T04:47:20.880590
O001194,P0094,W08,10,PROCESSING,2026-08-21T03:29:20.880590
O001195,P0017,W04,1,FULFILLED,2026-08-12T09:49:20.880590
O001196,P0059,W08,28,CANCELLED,2026-08-07T14:45:20.880590
O001197,P0001,W08,8,PROCESSING,2026-08-31T19:03:20.880590
O001198,P0085,W08,15,CANCELLED,2026-09-02T20:36:20.880590
O001199,P0011,W01,8,FULFILLED,2026-08-27T04:03:20.880590
O001200,P0081,W04,2,PROCESSING,2026-09-04T06:21:20.880590
O001201,P0008,W06,2,PROCESSING,2026-08-13T19:21:20.880590
O001202,P0086,W05,11,PLACED,2026-08-08T12:50:20.880590
O001203,P0014,W07,6,PROCESSING,2026-08-09T06:58:20.880590
O001204,P0079,W03,15,FULFILLED,2026-08-20T00:02:20.880590
O001205,P0012,W05,11,FULFILLED,2026-08-08T16:33:20.880590
O001206,P0009,W07,27,PLACED,2026-08-24T07:19:20.880590
O001207,P0061,W03,4,FULFILLED,2026-08-20T09:16:20.880590
O001208,P0068,W07,17,PROCESSING,2026-08-22T01:00:20.880590
O001209,P0079,W01,4,PLACED,2026-08-16T13:45:20.880590
O001210,P0093,W05,14,FULFILLED,2026-08-29T01:42:20.880590
O001211,P0068,W06,30,PROCESSING,2026-08-18T21:02:20.880590
O001212,P0073,W08,17,CANCELLED,2026-09-04T00:23:20.880590
O001213,P0024,W04,23,FULFILLED,2026-08-29T11:21:20.880590
O001214,P0001,W02,1,CANCELLED,2026-08-15T20:49:20.880590
O001215,P0016,W04,26,CANCELLED,2026-09-04T12:35:20.880590
O001216,P0006,W06,12,PROCESSING,2026-08-25T21:39:20.880590
O001217,P0082,W04,23,FULFILLED,2026-08-07T13:45:20.880590
O001218,P0009,W05,10,FULFILLED,2026-08-18T15:18:20.880590
O001219,P0015,W06,11,CANCELLED,2026-08-07T08:06:20.880590
O001220,P0079,W01,27,PROCESSING,2026-09-01T22:49:20.880590
O001221,P0043,W06,30,CANCELLED,2026-08-15T21:20:20.880590
O001222,P0005,W03,16,PROCESSING,2026-08-28T15:41:20.880590
O001223,P0059,W06,15,CANCELLED,2026-09-04T14:29:20.880590
O001224,P0067,W05,19,FULFILLED,2026-08-09T14:36:20.880590
O001225,P0069,W01,7,FULFILLED,2026-09-01T07:49:20.880590
O001226,P0009,W03,9,PLACED,2026-08-23T03:38:20.880590
O001227,P0049,W03,19,CANCELLED,2026-08-22T11:51:20.880590
O001228,P0077,W02,28,FULFILLED,2026-08-15T14:05:20.880590
O001229,P0091,W01,9,CANCELLED,2026-08-21T08:56:20.880590
O001230,P0064,W04,12,CANCELLED,2026-08-11T00:13:20.880590
O001231,P0028,W05,6,PLACED,2026-08-20T19:58:20.880590
O001232,P0005,W04,30,PLACED,2026-08-24T02:09:20.880590
O001233,P0065,W01,26,CANCELLED,2026-08-27T06:08:20.880590
O001234,P0020,W04,11,CANCELLED,2026-08-29T19:36:20.880590
O001235,P0040,W06,5,PLACED,2026-08-30T21:21:20.880590
O001236,P0087,W03,7,PLACED,2026-08-30T13:11:20.880590
O001237,P0050,W02,1,FULFILLED,2026-08-27T23:10:20.880590
O001238,P0088,W02,11,CANCELLED,2026-08-09T01:30:20.880590
O001239,P0014,W05,1,FULFILLED,2026-08-09T03:48:20.880590
O001240,P0027,W06,7,PROCESSING,2026-09-05T03:12:20.880590
O001241,P0036,W06,25,CANCELLED,2026-08-20T02:25:20.880590
O001242,P0035,W03,6,FULFILLED,2026-08-12T09:55:20.880590
O001243,P0002,W02,7,FULFILLED,2026-08-12T06:26:20.880590
O001244,P0041,W05,5,FULFILLED,2026-09-01T01:28:20.880590
O001245,P0032,W03,3,FULFILLED,2026-09-02T04:28:20.880590
O001246,P0044,W08,2,PROCESSING,2026-09-03T23:15:20.880590
O001247,P0061,W01,4,CANCELLED,2026-08-08T09:05:20.880590
O001248,P0012,W07,13,PROCESSING,2026-08-09T12:10:20.880590
O001249,P0076,W08,20,FULFILLED,2026-09-03T04:32:20.880590
O001250,P0043,W04,23,PLACED,2026-08-21T06:41:20.880590
O001251,P0073,W03,3,CANCELLED,2026-08-28T06:04:20.880590
O001252,P0059,W05,22,CANCELLED,2026-08-11T11:39:20.880590
O001253,P0030,W04,5,FULFILLED,2026-08-28T11:22:20.880590
O001254,P0051,W03,23,FULFILLED,2026-08-23T14:24:20.880590
O001255,P0059,W08,1,PLACED,2026-08-21T20:08:20.880590
O001256,P0015,W06,16,CANCELLED,2026-08-28T16:36:20.880590
O001257,P0037,W06,20,PROCESSING,2026-08-14T19:58:20.880590
O001258,P0014,W07,27,PLACED,2026-08-30T04:13:20.880590
O001259,P0072,W02,26,FULFILLED,2026-08-21T21:21:20.880590
O001260,P0060,W07,19,CANCELLED,2026-08-31T07:19:20.880590
O001261,P0080,W04,18,PROCESSING,2026-08-17T22:00:20.880590
O001262,P0050,W02,11,PROCESSING,2026-08-29T00:17:20.880590
O001263,P0056,W07,19,FULFILLED,2026-09-02T22:54:20.880590
O001264,P0089,W04,6,PLACED,2026-08-31T20:11:20.880590
O001265,P0063,W02,19,CANCELLED,2026-09-02T04:35:20.880590
O001266,P0072,W02,27,CANCELLED,2026-08-21T20:48:20.880590
O001267,P0040,W07,3,PLACED,2026-08-15T01:50:20.880590
O001268,P0099,W07,11,CANCELLED,2026-09-03T04:51:20.880590
O001269,P0085,W01,3,PROCESSING,2026-09-05T09:55:20.880590
O001270,P0075,W01,25,PROCESSING,2026-08-13T09:09:20.880590
O001271,P0058,W05,13,CANCELLED,2026-08-13T20:24:20.880590
O001272,P0027,W06,10,FULFILLED,2026-08-15T23:08:20.880590
O001273,P0092,W06,3,PLACED,2026-08-26T20:15:20.880590
O001274,P0066,W07,28,PROCESSING,2026-09-03T21:19:20.880590
O001275,P0008,W06,29,PLACED,2026-08-20T10:44:20.880590
O001276,P0091,W06,4,FULFILLED,2026-08-07T02:20:20.880590
O001277,P0031,W07,23,CANCELLED,2026-08-08T11:28:20.880590
O001278,P0041,W07,13,CANCELLED,2026-09-04T12:19:20.880590
O001279,P0070,W04,22,PROCESSING,2026-08-26T20:45:20.880590
O001280,P0018,W04,18,CANCELLED,2026-08-28T16:06:20.880590
O001281,P0054,W03,10,PROCESSING,2026-08-23T10:56:20.880590
O001282,P0002,W02,21,PLACED,2026-08-13T04:05:20.880590
O001283,P0093,W08,22,CANCELLED,2026-08-13T14:41:20.880590
O001284,P0011,W03,21,CANCELLED,2026-08-13T05:43:20.880590
O001285,P0090,W07,20,PROCESSING,2026-08-27T19:31:20.880590
O001286,P0066,W07,18,CANCELLED,2026-08-27T17:44:20.880590
O001287,P0046,W04,6,CANCELLED,2026-08-24T13:37:20.880590
O001288,P0001,W08,28,PROCESSING,2026-09-03T13:46:20.880590
O001289,P0035,W07,30,FULFILLED,2026-08-29T21:26:20.880590
O001290,P0005,W08,23,FULFILLED,2026-08-08T13:57:20.880590
O001291,P0075,W08,23,PLACED,2026-08-12T05:01:20.880590
O001292,P0094,W05,15,PLACED,2026-08-13T12:36:20.880590
O001293,P0079,W02,8,CANCELLED,2026-08-30T21:03:20.880590
O001294,P0095,W02,22,FULFILLED,2026-09-04T18:16:20.880590
O001295,P0007,W06,18,PLACED,2026-09-03T23:01:20.880590
O001296,P0059,W08,19,FULFILLED,2026-08-28T09:32:20.880590
O001297,P0046,W05,10,PROCESSING,2026-08-26T05:16:20.880590
O001298,P0089,W05,24,FULFILLED,2026-08-08T16:00:20.880590
O001299,P0081,W08,19,PROCESSING,2026-08-09T20:30:20.880590
O001300,P0007,W05,26,PLACED,2026-09-02T03:07:20.880590
O001301,P0063,W02,5,PLACED,2026-08-20T02:41:20.880590
O001302,P0033,W03,20,FULFILLED,2026-08-19T16:54:20.880590
O001303,P0033,W01,24,PLACED,2026-08-19T14:01:20.880590
O001304,P0023,W03,22,CANCELLED,2026-09-03T12:57:20.880590
O001305,P0023,W05,26,PROCESSING,2026-08-23T21:18:20.880590
O001306,P0024,W01,11,PLACED,2026-08-29T03:04:20.880590
O001307,P0077,W03,27,CANCELLED,2026-08-13T15:52:20.880590
O001308,P0099,W07,8,CANCELLED,2026-08-25T20:27:20.880590
O001309,P0022,W04,19,FULFILLED,2026-09-05T01:49:20.880590
O001310,P0083,W05,25,PLACED,2026-08-09T12:45:20.880590
O001311,P0022,W08,13,CANCELLED,2026-08-09T10:47:20.880590
O001312,P0061,W04,13,CANCELLED,2026-08-20T18:35:20.880590
O001313,P0034,W03,17,CANCELLED,2026-08-28T15:47:20.880590
O001314,P0037,W08,13,FULFILLED,2026-08-07T14:22:20.880590
O001315,P0088,W01,4,FULFILLED,2026-08-31T04:35:20.880590
O001316,P0079,W05,11,FULFILLED,2026-08-26T17:02:20.880590
O001317,P0013,W05,21,CANCELLED,2026-08-19T05:08:20.880590
O001318,P0099,W04,24,PROCESSING,2026-08-28T01:04:20.880590
O001319,P0044,W03,11,PLACED,2026-08-30T17:20:20.880590
O001320,P0009,W01,14,PLACED,2026-08-07T10:40:20.880590
O001321,P0014,W08,12,PROCESSING,2026-08-30T23:08:20.880590
O001322,P0033,W04,2,PLACED,2026-08-19T22:51:20.880590
O001323,P0012,W01,20,PROCESSING,2026-09-04T05:57:20.880590
O001324,P0082,W02,23,PLACED,2026-09-03T08:06:20.880590
O001325,P0078,W03,13,PROCESSING,2026-08-10T23:46:20.880590
O001326,P0090,W03,9,FULFILLED,2026-08-12T02:29:20.880590
O001327,P0085,W02,21,CANCELLED,2026-08-28T07:27:20.880590
O001328,P0099,W07,23,FULFILLED,2026-08-19T15:18:20.880590
O001329,P0021,W02,9,PLACED,2026-08-18T18:29:20.880590
O001330,P0050,W06,2,FULFILLED,2026-08-24T11:32:20.880590
O001331,P0023,W08,3,CANCELLED,2026-08-19T02:30:20.880590
O001332,P0079,W07,6,CANCELLED,2026-08-16T04:36:20.880590
O001333,P0019,W07,7,PLACED,2026-08-11T23:51:20.880590
O001334,P0092,W05,4,PLACED,2026-08-27T03:44:20.880590
O001335,P0010,W05,25,CANCELLED,2026-08-10T09:03:20.880590
O001336,P0064,W03,21,PLACED,2026-08-07T21:54:20.880590
O001337,P0086,W07,9,PROCESSING,2026-08-08T18:44:20.880590
O001338,P0051,W01,17,CANCELLED,2026-08-22T01:40:20.880590
O001339,P0056,W07,28,PLACED,2026-08-28T19:40:20.880590
O001340,P0029,W01,13,CANCELLED,2026-08-31T15:22:20.880590
O001341,P0073,W06,11,FULFILLED,2026-08-12T13:48:20.880590
O001342,P0008,W02,12,FULFILLED,2026-08-25T06:59:20.880590
O001343,P0059,W05,21,PROCESSING,2026-08-10T17:17:20.880590
O001344,P0071,W01,13,PROCESSING,2026-08-15T02:19:20.880590
O001345,P0090,W07,29,PLACED,2026-08-20T15:51:20.880590
O001346,P0089,W06,16,PLACED,2026-09-04T18:13:20.880590
O001347,P0057,W04,5,PLACED,2026-09-04T20:35:20.880590
O001348,P0004,W04,16,CANCELLED,2026-08-15T20:19:20.880590
O001349,P0070,W05,16,CANCELLED,2026-08-09T22:13:20.880590
O001350,P0005,W06,2,FULFILLED,2026-08-07T19:20:20.880590
O001351,P0052,W02,7,CANCELLED,2026-08-09T00:10:20.880590
O001352,P0020,W04,30,PLACED,2026-08-31T11:29:20.880590
O001353,P0095,W03,16,PLACED,2026-08-08T17:41:20.880590
O001354,P0080,W01,8,PROCESSING,2026-08-28T12:06:20.880590
O001355,P0023,W01,29,FULFILLED,2026-08-07T17:06:20.880590
O001356,P0059,W03,27,PLACED,2026-08-11T11:41:20.880590
O001357,P0015,W08,20,PROCESSING,2026-08-11T21:33:20.880590
O001358,P0026,W07,11,CANCELLED,2026-08-09T22:20:20.880590
O001359,P0016,W03,11,PROCESSING,2026-08-21T19:34:20.880590
O001360,P0076,W03,11,PLACED,2026-08-09T03:12:20.880590
O001361,P0036,W03,25,CANCELLED,2026-08-12T13:18:20.880590
O001362,P0090,W06,18,PROCESSING,2026-08-14T16:58:20.880590
O001363,P0032,W01,5,PLACED,2026-08-27T00:33:20.880590
O001364,P0079,W07,25,PROCESSING,2026-09-04T19:56:20.880590
O001365,P0063,W02,1,PLACED,2026-08-07T18:29:20.880590
O001366,P0012,W05,14,CANCELLED,2026-08-15T05:23:20.880590
O001367,P0027,W03,21,FULFILLED,2026-08-12T20:01:20.880590
O001368,P0058,W07,8,PROCESSING,2026-08-30T20:46:20.880590
O001369,P0089,W01,20,PROCESSING,2026-09-03T20:17:20.880590
O001370,P0079,W02,21,FULFILLED,2026-08-29T19:25:20.880590
O001371,P0054,W01,18,PROCESSING,2026-08-22T21:21:20.880590
O001372,P0016,W02,20,FULFILLED,2026-08-15T19:01:20.880590
O001373,P0065,W04,15,PROCESSING,2026-08-31T14:56:20.880590
O001374,P0007,W04,4,PROCESSING,2026-08-19T15:20:20.880590
O001375,P0064,W03,6,PLACED,2026-08-28T15:36:20.880590
O001376,P0083,W06,10,PROCESSING,2026-08-09T12:25:20.880590
O001377,P0033,W06,20,CANCELLED,2026-08-26T20:11:20.880590
O001378,P0014,W01,30,PROCESSING,2026-08-09T00:43:20.880590
O001379,P0004,W08,17,PLACED,2026-08-14T06:02:20.880590
O001380,P0031,W08,19,FULFILLED,2026-08-10T06:48:20.880590
O001381,P0026,W06,8,PLACED,2026-08-26T03:08:20.880590
O001382,P0030,W02,8,CANCELLED,2026-08-21T21:38:20.880590
O001383,P0049,W04,3,CANCELLED,2026-08-16T03:49:20.880590
O001384,P0063,W01,29,CANCELLED,2026-09-02T16:29:20.880590
O001385,P0028,W08,6,CANCELLED,2026-08-13T15:43:20.880590
O001386,P0018,W08,24,PROCESSING,2026-08-24T01:21:20.880590
O001387,P0046,W05,7,FULFILLED,2026-09-04T19:45:20.880590
O001388,P0005,W01,9,PROCESSING,2026-08-12T20:21:20.880590
O001389,P0060,W08,14,PROCESSING,2026-08-12T02:46:20.880590
O001390,P0029,W05,20,PROCESSING,2026-08-22T16:41:20.880590
O001391,P0079,W03,19,PROCESSING,2026-09-05T02:16:20.880590
O001392,P0053,W08,28,PROCESSING,2026-08-10T23:52:20.880590
O001393,P0061,W08,9,PLACED,2026-09-02T23:34:20.880590
O001394,P0095,W04,8,FULFILLED,2026-08-26T13:01:20.880590
O001395,P0075,W04,29,PROCESSING,2026-08-26T19:43:20.880590
O001396,P0001,W07,2,PLACED,2026-09-02T04:03:20.880590
O001397,P0094,W01,14,CANCELLED,2026-08-28T11:29:20.880590
O001398,P0090,W02,15,CANCELLED,2026-08-28T20:54:20.880590
O001399,P0011,W01,23,CANCELLED,2026-08-18T00:07:20.880590
O001400,P0017,W06,10,PROCESSING,2026-08-16T23:32:20.880590
